year,track_name,track_popularity,album,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2003,Behind Blue Eyes,78,Results May Vary,Limp Bizkit,['alternative metal'; 'funk metal'; 'nu metal'; 'post-grunge'; 'rap metal'; 'rock'],73,0.595,0.489,7.0,82.0,1.0,0.0271,0.497,0.0,0.119,0.0902,120.315,269973.0
2003,Big Yellow Taxi,65,Hard Candy,Counting Crows,['neo mellow'; 'pop rock'; 'post-grunge'; 'rock'],67,0.678,0.866,1.0,63.0,1.0,0.048,0.00295,0.0,0.16,0.842,88.041,225573.0
2003,Bring Me To Life,85,Fallen,Evanescence,['alternative metal'],71,0.331,0.943,4.0,50.0,0.0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893.0
2003,"Bump; Bump; Bump (feat, P, Diddy)",55,Pandemonium!,B2K,['boy band'; 'contemporary r&b'; 'hip pop'; 'r&b'; 'urban contemporary'],50,0.834,0.685,1.0,76.0,0.0,0.225,0.0998,0.0,0.0514,0.877,95.507,278573.0
2003,Calling All Angels,59,My Private Nation,Train,['dance pop'; 'neo mellow'; 'pop'; 'pop rock'],71,0.454,0.839,3.0,72.0,1.0,0.0441,0.0746,0.0,0.279,0.529,166.166,242200.0
2003,"Can't Hold Us Down (feat, Lil' Kim)",62,Stripped,Christina Aguilera,['dance pop'; 'pop'],75,0.859,0.658,8.0,65.0,1.0,0.192,0.0326,0.00181,0.0651,0.538,98.989,255267.0
2003,"Can't Let You Go (feat, Mike Shorey & Lil' Mo)",65,Street Dreams (Bonus Track),Fabolous,['gangster rap'; 'hip hop'; 'pop rap'; 'rap'; 'trap'; 'urban contemporary'],64,0.646,0.6,9.0,81.0,1.0,0.458,0.231,0.0,0.0794,0.811,192.082,223973.0
2003,Clocks,84,A Rush of Blood to the Head,Coldplay,['permanent wave'; 'pop'],86,0.577,0.749,5.0,85.0,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880.0
2003,Come Undone,58,Escapology,Robbie Williams,['dance rock'; 'europop'],69,0.375,0.57,11.0,72.0,1.0,0.0283,0.0385,4.37e-06,0.354,0.255,167.734,278440.0
2003,"Crazy In Love (feat, Jay-Z)",81,Dangerously In Love,BeyoncÃ©,['pop'; 'r&b'],85,0.646,0.77,2.0,81.0,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133.0
2003,Cry Me a River,77,Justified,Justin Timberlake,['dance pop'; 'pop'],78,0.624,0.654,8.0,81.0,0.0,0.183,0.577,0.0,0.104,0.564,73.898,288333.0
2003,"Damn! (feat, Lil' Jon) - Club Mix",59,Drankin' Patnaz,Youngbloodz,['atl hip hop'; 'crunk'; 'dirty south rap'; 'old school atlanta hip hop'],47,0.772,0.724,6.0,76.0,0.0,0.307,0.0149,0.0,0.355,0.518,84.038,298600.0
2003,Danger! High Voltage - Soulchild Radio Mix,57,Fire,Electric Six,['dance-punk'; 'garage rock'],46,0.66,0.698,11.0,67.0,0.0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,214600.0
2003,Don't Wanna Try,49,The One,Frankie J,['hip pop'; 'pop rap'; 'southern hip hop'; 'urban contemporary'],56,0.655,0.433,5.0,87.0,0.0,0.0348,0.444,0.0,0.221,0.199,130.127,245293.0
2003,Drift Away,71,No Stranger to Shame,Uncle Kracker,['country'; 'pop rock'; 'post-grunge'],60,0.583,0.66,11.0,70.0,1.0,0.0377,0.181,0.0,0.0979,0.861,151.956,255560.0
2003,Excuse Me Miss,58,The Blueprint 2: The Gift & The Curse,JAY-Z,['east coast hip hop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'],82,0.714,0.862,6.0,74.0,1.0,0.286,0.0305,0.0,0.0884,0.887,92.849,281240.0
2003,Faint,82,Meteora,Linkin Park,['alternative metal'; 'nu metal'; 'post-grunge'; 'rap metal'; 'rock'],83,0.554,0.978,4.0,55.0,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0
2003,Fighter,69,Stripped,Christina Aguilera,['dance pop'; 'pop'],75,0.435,0.92,4.0,13.0,0.0,0.201,0.235,0.000353,0.552,0.45,188.899,245960.0
2003,"Frontin' (feat, Jay-Z) - Club Mix",69,"The Neptunes Present,,, Clones",Pharrell Williams,['dance pop'; 'pop'],77,0.894,0.404,9.0,77.0,0.0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,236507.0
2003,Get Busy,79,Dutty Rock (20th Anniversary),Sean Paul,['dance pop'; 'dancehall'; 'pop'; 'pop rap'],79,0.741,0.824,10.0,61.0,0.0,0.0352,0.614,0.0,0.158,0.725,100.216,211666.0
2003,Get Low,51,Kings Of Crunk - Clean,Lil Jon & The East Side Boyz,['atl hip hop'; 'atlanta bass'; 'crunk'; 'dirty south rap'; 'old school atlanta hip hop'; 'southern hip hop'],61,0.78,0.604,1.0,90.0,1.0,0.0396,0.022,0.0,0.194,0.12,101.043,324600.0
2003,"Gossip Folks (feat, Ludacris)",59,Under Construction,Missy Elliott,['dance pop'; 'hip hop'; 'hip pop'; 'neo soul'; 'pop rap'; 'r&b'; 'rap'; 'urban contemporary'; 'virginia hip hop'],69,0.707,0.538,0.0,72.0,1.0,0.505,0.362,0.0,0.317,0.439,121.732,234893.0
2003,Headstrong,76,Trapt,Trapt,['alternative metal'; 'nu metal'; 'post-grunge'],56,0.492,0.896,4.0,76.0,0.0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570.0
2003,Hole In The Head,34,Three,Sugababes,['dance pop'; 'europop'; 'girl group'; 'talent show'],56,0.795,0.934,6.0,66.0,0.0,0.0323,0.0336,0.0,0.158,0.96,124.998,218173.0
2003,Holidae In,60,Jackpot,Chingy,['crunk'; 'dirty south rap'; 'hip pop'; 'pop rap'; 'r&b'; 'southern hip hop'],56,0.81,0.791,7.0,77.0,1.0,0.181,0.0893,0.0,0.0838,0.948,153.067,314400.0
2003,I Believe in a Thing Called Love,72,Permission to Land,The Darkness,['glam metal'; 'hard rock'],53,0.442,0.846,4.0,71.0,1.0,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653.0
2003,I Hate Everything About You,77,Three Days Grace,Three Days Grace,['alternative metal'; 'canadian metal'; 'canadian rock'; 'nu metal'; 'post-grunge'; 'rock'],72,0.498,0.83,6.0,71.0,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0
2003,"I Know What You Want (feat, Flipmode Squad)",73,"It Ain't Safe No More, , ,",Busta Rhymes,['east coast hip hop'; 'hardcore hip hop'; 'hip hop'; 'pop rap'; 'rap'],70,0.648,0.759,6.0,63.0,1.0,0.306,0.0142,0.0,0.648,0.518,85.996,324307.0
2003,I Miss You,78,blink-182,blink-182,['alternative metal'; 'modern rock'; 'pop punk'; 'punk'; 'rock'; 'socal pop punk'],75,0.423,0.714,11.0,91.0,1.0,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,227250.0
2003,If You're Not The One,54,Gotta Get Thru This,Daniel Bedingfield,['europop'; 'talent show'],51,0.687,0.537,10.0,88.0,1.0,0.0305,0.561,0.0,0.107,0.264,120.023,257160.0
2003,I'm with You,74,Let Go,Avril Lavigne,['canadian pop'; 'candy pop'; 'pop'],73,0.457,0.406,9.0,87.0,1.0,0.0291,0.08,0.0,0.117,0.208,151.95,223067.0
2003,In Da Club,77,Get Rich Or Die Tryin',50 Cent,['east coast hip hop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'queens hip hop'; 'rap'],81,0.902,0.72,6.0,44.0,0.0,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0
2003,In Those Jeans,62,The Senior,Ginuwine,['contemporary r&b'; 'hip pop'; 'r&b'; 'urban contemporary'],63,0.691,0.541,1.0,76.0,1.0,0.0776,0.508,0.0,0.0753,0.319,127.683,243307.0
2003,"Into You (feat, Tamia)",69,Street Dreams (Bonus Track),Fabolous,['gangster rap'; 'hip hop'; 'pop rap'; 'rap'; 'trap'; 'urban contemporary'],64,0.546,0.538,7.0,89.0,0.0,0.0523,0.233,0.0,0.118,0.58,182.12,295773.0
2003,It's My Life,63,The Singles Collection,No Doubt,['dance pop'; 'dance rock'; 'permanent wave'; 'pop rock'; 'rock'],66,0.606,0.75,8.0,65.0,0.0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867.0
2003,Jump,56,Sound Of The Underground,Girls Aloud,['dance pop'; 'europop'; 'girl group'; 'talent show'],49,0.658,0.826,8.0,78.0,1.0,0.0346,0.00189,0.00275,0.0492,0.795,134.465,220360.0
2003,Leave Right Now,54,Fridays Child,Will Young,['talent show'],44,0.641,0.445,6.0,93.0,1.0,0.0368,0.145,0.0,0.108,0.383,81.931,214733.0
2003,Lifestyles of the Rich & Famous,71,The Young and The Hopeless,Good Charlotte,['alternative metal'; 'modern rock'; 'neon pop punk'; 'pop punk'; 'pop rock'; 'post-grunge'],63,0.62,0.93,1.0,56.0,1.0,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173.0
2003,Like a Stone,80,Audioslave,Audioslave,['alternative metal'; 'alternative rock'; 'grunge'; 'hard rock'; 'nu metal'; 'permanent wave'; 'post-grunge'; 'rock'; 'supergroup'],66,0.614,0.568,7.0,73.0,0.0,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960.0
2003,Like Glue,68,Dutty Rock (20th Anniversary),Sean Paul,['dance pop'; 'dancehall'; 'pop'; 'pop rap'],79,0.757,0.78,1.0,70.0,1.0,0.319,0.0811,0.0,0.113,0.589,97.917,232507.0
2003,Lost Without You,55,Innocent Eyes,Delta Goodrem,['australian pop'; 'australian talent show'],49,0.581,0.747,7.0,82.0,1.0,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,248547.0
2003,Magic Stick,61,La Bella Mafia,Lil' Kim,['dance pop'; 'east coast hip hop'; 'gangster rap'; 'hip hop'; 'hip pop'; 'pop rap'; 'r&b'; 'rap'; 'southern hip hop'; 'trap queen'; 'urban contemporary'],63,0.849,0.499,2.0,89.0,1.0,0.271,0.117,4.97e-05,0.268,0.504,92.982,359973.0
2003,Make Luv,63,Music & You,Room 5,['disco house'; 'vocal house'],47,0.883,0.887,1.0,69.0,1.0,0.116,0.0111,0.63,0.0367,0.648,124.814,212413.0
2003,Mandy,59,Turnaround,Westlife,['boy band'],67,0.447,0.636,5.0,70.0,1.0,0.0278,0.254,9.25e-05,0.11,0.376,105.678,199320.0
2003,Mesmerize,66,The Last Temptation,Ja Rule,['dance pop'; 'east coast hip hop'; 'gangster rap'; 'hip hop'; 'hip pop'; 'pop rap'; 'queens hip hop'; 'rap'; 'urban contemporary'],67,0.764,0.648,1.0,82.0,1.0,0.206,0.0563,0.0,0.414,0.391,90.1,278720.0
2003,Miss Independent,59,Thankful,Kelly Clarkson,['dance pop'; 'pop'; 'talent show'],72,0.655,0.623,11.0,79.0,0.0,0.116,0.0861,0.000346,0.0652,0.615,175.973,214787.0
2003,Miss You,62,I Care 4 U,Aaliyah,['contemporary r&b'; 'dance pop'; 'hip pop'; 'r&b'; 'urban contemporary'],65,0.678,0.338,10.0,99.0,1.0,0.0319,0.655,0.0,0.215,0.502,109.888,245227.0
2003,Move Your Feet,63,"d-d-don't don't stop the beat (Explicit Content U,S, Version)",Junior Senior,['danish pop'],51,0.755,0.895,9.0,41.0,1.0,0.0883,0.0507,0.0737,0.222,0.844,118.871,181907.0
2003,Mundian To Bach Ke,65,The Album,Panjabi MC,['bhangra'; 'classic bhangra'; 'desi hip hop'],52,0.777,0.852,11.0,82.0,1.0,0.0362,0.303,0.657,0.136,0.907,98.073,245560.0
2003,"My Love Is Like,,,Wo",53,Moodring,MÃ½a,['contemporary r&b'; 'hip pop'; 'r&b'; 'urban contemporary'],60,0.835,0.678,4.0,81.0,1.0,0.124,0.227,6.44e-06,0.287,0.708,132.868,209490.0
2003,Never Leave You (Uh Oooh; Uh Oooh),65,Almost Famous,Lumidee,['hip pop'],49,0.811,0.657,6.0,79.0,1.0,0.362,0.0391,0.712,0.0798,0.777,199.958,184907.0
2003,No Letting Go,68,No Holding Back,Wayne Wonder,['dancehall'; 'reggae fusion'],50,0.496,0.819,5.0,75.0,0.0,0.0444,0.0479,0.000215,0.177,0.317,100.215,202013.0
2003,"P,I,M,P,",71,Get Rich Or Die Tryin',50 Cent,['east coast hip hop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'queens hip hop'; 'rap'],81,0.7,0.758,10.0,47.0,0.0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0
2003,"Picture (feat, Sheryl Crow)",70,Cocky,Kid Rock,['nu metal'],65,0.692,0.496,7.0,86.0,1.0,0.0241,0.172,6.42e-06,0.107,0.376,97.945,298960.0
2003,Pretty Green Eyes - Radio Edit,61,Pretty Green Eyes (Remixes),Ultrabeat,['bouncy house'; 'eurodance'],46,0.553,0.775,1.0,101.0,0.0,0.043,0.212,0.0,0.0728,0.51,139.993,201920.0
2003,Put That Woman First,59,Still Ghetto,Jaheim,['contemporary r&b'; 'new jack swing'; 'r&b'; 'urban contemporary'],53,0.649,0.536,5.0,94.0,0.0,0.132,0.492,0.0,0.184,0.513,78.935,245773.0
2003,Rain On Me,53,Chapter II,Ashanti,['dance pop'; 'hip pop'; 'r&b'; 'urban contemporary'],69,0.606,0.699,8.0,49.0,0.0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,297960.0
2003,Reptilia,78,Room On Fire,The Strokes,['alternative rock'; 'garage rock'; 'modern rock'; 'permanent wave'; 'rock'],74,0.489,0.649,9.0,70.0,1.0,0.0336,0.000603,0.713,0.101,0.77,158.009,219827.0
2003,Right Thurr,70,Jackpot,Chingy,['crunk'; 'dirty south rap'; 'hip pop'; 'pop rap'; 'r&b'; 'southern hip hop'],56,0.866,0.749,2.0,59.0,1.0,0.253,0.15,0.0,0.0614,0.891,92.074,250747.0
2003,"Rise & Fall (feat, Sting)",62,Slicker than Your Average,Craig David,['british soul'],62,0.405,0.589,6.0,87.0,0.0,0.0586,0.252,0.0,0.661,0.808,83.373,287227.0
2003,Rock Wit U (Awww Baby),72,Chapter II,Ashanti,['dance pop'; 'hip pop'; 'r&b'; 'urban contemporary'],69,0.71,0.797,4.0,47.0,0.0,0.0582,0.408,0.0,0.16,0.849,94.998,209120.0
2003,Rock Your Body,81,Justified,Justin Timberlake,['dance pop'; 'pop'],78,0.892,0.714,4.0,78.0,0.0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267.0
2003,Satisfaction - Isak Original Extended,68,Hypnotica (Benny Benassi Presents The Biz),Benny Benassi,['edm'; 'electro house'; 'pop dance'],65,0.793,0.698,11.0,55.0,1.0,0.104,0.163,0.145,0.0745,0.339,130.017,285571.0
2003,Say Yes,63,Floetic,Floetry,['british soul'; 'contemporary r&b'; 'neo soul'; 'new jack swing'; 'r&b'; 'urban contemporary'],46,0.747,0.398,5.0,111.0,0.0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,268373.0
2003,"Scandalous - U,S, Radio Edit",61,Mis-Teeq,Mis-Teeq,['girl group'; 'uk garage'],43,0.734,0.668,0.0,59.0,0.0,0.0349,0.0526,0.0,0.0925,0.651,99.971,238840.0
2003,Seven Nation Army,86,Elephant,The White Stripes,['alternative rock'; 'blues rock'; 'detroit rock'; 'garage rock'; 'modern blues rock'; 'permanent wave'; 'punk blues'; 'rock'],69,0.743,0.446,4.0,89.0,0.0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107.0
2003,"Shake Ya Tailfeather (feat, P, Diddy & Murphy Lee) - 2016 Remaster",56,Bad Boy 20th Anniversary Box Set Edition,Nelly,['dance pop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'; 'st louis rap'; 'urban contemporary'],73,0.527,0.808,1.0,67.0,1.0,0.295,0.176,0.0,0.169,0.907,87.025,293667.0
2003,Shut Up,1,Elephunk,Black Eyed Peas,['dance pop'; 'pop'; 'pop rap'],78,0.81,0.714,2.0,59.0,1.0,0.243,0.0637,0.0,0.237,0.561,112.968,296187.0
2003,Since U Been Gone,75,Breakaway,Kelly Clarkson,['dance pop'; 'pop'; 'talent show'],72,0.662,0.741,0.0,73.0,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960.0
2003,Sing For The Moment,79,The Eminem Show,Eminem,['detroit hip hop'; 'hip hop'; 'rap'],88,0.668,0.824,5.0,61.0,0.0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547.0
2003,So Gone,65,After The Storm,Monica,['contemporary r&b'; 'hip pop'; 'r&b'; 'urban contemporary'],60,0.618,0.552,8.0,83.0,1.0,0.0981,0.176,0.0,0.252,0.586,81.975,242773.0
2003,Someday,74,The Long Road,Nickelback,['alternative metal'; 'canadian rock'; 'post-grunge'],75,0.455,0.858,11.0,75.0,0.0,0.0391,0.000616,0.000247,0.226,0.597,163.118,207467.0
2003,Sorry Seems To Be The Hardest Word,62,Best Of Blue,Blue,['boy band'],58,0.564,0.6,7.0,83.0,0.0,0.0305,0.183,2.19e-06,0.38,0.442,78.955,210067.0
2003,Sound Of The Underground,57,Sound Of The Underground,Girls Aloud,['dance pop'; 'europop'; 'girl group'; 'talent show'],49,0.568,0.867,11.0,76.0,1.0,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,221427.0
2003,Stand Up,61,Chicken - N - Beer,Ludacris,['atl hip hop'; 'dance pop'; 'dirty south rap'; 'hip hop'; 'old school atlanta hip hop'; 'pop rap'; 'rap'; 'southern hip hop'; 'trap'],74,0.751,0.84,6.0,68.0,1.0,0.349,0.367,0.0,0.0916,0.801,99.057,213760.0
2003,Stole,51,Simply Deep,Kelly Rowland,['atl hip hop'; 'dance pop'; 'hip pop'; 'r&b'; 'urban contemporary'],66,0.649,0.718,7.0,69.0,0.0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,249293.0
2003,Sunrise,60,Sunrise European Single,Simply Red,['british soul'; 'new romantic'; 'new wave'; 'new wave pop'; 'soft rock'; 'sophisti-pop'],65,0.788,0.728,5.0,70.0,0.0,0.0295,0.00325,0.23,0.0979,0.936,105.983,200173.0
2003,Sway,75,Michael BublÃ©,Michael BublÃ©,['adult standards'; 'canadian pop'; 'jazz pop'; 'lounge'],71,0.713,0.639,2.0,74.0,0.0,0.0313,0.753,0.0,0.0878,0.737,125.959,188067.0
2003,Sweet Dreams My LA Ex - Radio Edit,48,Funky Dory,Rachel Stevens,['bubblegum dance'; 'europop'; 'talent show'],31,0.852,0.865,2.0,55.0,1.0,0.139,0.0788,0.00136,0.0919,0.909,130.022,208387.0
2003,"The Game of Love (feat, Michelle Branch) - Main / Radio Mix",66,Shaman,Santana,['blues rock'; 'classic rock'; 'mexican classic rock'],70,0.59,0.929,2.0,51.0,1.0,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467.0
2003,"The Jump Off (feat, Mr, Cheeks) - Remix",51,"The Jump Off (feat, Mr, Cheeks) [Remixes]",Lil' Kim,['dance pop'; 'east coast hip hop'; 'gangster rap'; 'hip hop'; 'hip pop'; 'pop rap'; 'r&b'; 'rap'; 'southern hip hop'; 'trap queen'; 'urban contemporary'],63,0.853,0.752,1.0,94.0,1.0,0.339,0.178,4.65e-06,0.0553,0.935,104.946,234800.0
2003,"The Seed (2,0)",66,Phrenology,The Roots,['conscious hip hop'; 'east coast hip hop'; 'hip hop'; 'philly rap'; 'political hip hop'],57,0.758,0.957,7.0,35.0,1.0,0.0357,0.039,0.0,0.133,0.966,111.121,267933.0
2003,"The Way You Move (feat, Sleepy Brown)",72,Speakerboxxx/The Love Below,Outkast,['atl hip hop'; 'dirty south rap'; 'hip hop'; 'old school atlanta hip hop'; 'rap'; 'southern hip hop'],73,0.871,0.597,5.0,69.0,0.0,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000.0
2003,U Make Me Wanna,54,Best Of Blue,Blue,['boy band'],58,0.599,0.714,7.0,83.0,1.0,0.0328,0.324,0.0,0.129,0.859,158.021,221773.0
2003,Wanksta,58,Get Rich Or Die Tryin',50 Cent,['east coast hip hop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'queens hip hop'; 'rap'],81,0.806,0.867,1.0,54.0,1.0,0.157,0.02,0.0,0.131,0.904,81.033,219400.0
2003,When I'm Gone,72,Away From The Sun,3 Doors Down,['alternative metal'; 'nu metal'; 'post-grunge'; 'rock'],69,0.53,0.768,7.0,74.0,1.0,0.0284,0.00385,0.0,0.103,0.374,148.095,260333.0
2003,Where Is The Love?,82,Elephunk,Black Eyed Peas,['dance pop'; 'pop'; 'pop rap'],78,0.834,0.699,5.0,50.0,1.0,0.178,0.111,0.0,0.131,0.809,94.086,272533.0
2003,White Flag,53,Life For Rent,Dido,['dance pop'; 'europop'; 'lilith'; 'neo mellow'; 'pop rock'],69,0.512,0.525,5.0,83.0,1.0,0.0401,0.327,3.3e-06,0.081,0.294,169.951,240040.0
2003,"Why Don't You & I (feat, Chad Kroeger)",54,Shaman,Santana,['blues rock'; 'classic rock'; 'mexican classic rock'],70,0.495,0.894,10.0,68.0,1.0,0.102,0.136,0.0,0.106,0.777,168.062,274360.0
2003,Work It,72,Under Construction,Missy Elliott,['dance pop'; 'hip hop'; 'hip pop'; 'neo soul'; 'pop rap'; 'r&b'; 'rap'; 'urban contemporary'; 'virginia hip hop'],69,0.884,0.677,1.0,74.0,1.0,0.283,0.0778,0.0,0.0732,0.584,101.868,263227.0
2003,X Gon' Give It To Ya,74,The Definition Of X: Pick Of The Litter,DMX,['east coast hip hop'; 'gangster rap'; 'hardcore hip hop'; 'hip hop'; 'rap'],68,0.761,0.899,10.0,48.0,0.0,0.183,0.0135,0.0,0.0719,0.673,95.027,217587.0
2003,Year 3000,45,Busted,Busted,['boy band'; 'talent show'],55,0.593,0.855,11.0,82.0,1.0,0.0365,0.000214,0.0,0.11,0.832,107.025,196013.0
2003,Your Body Is a Wonderland,76,Room For Squares,John Mayer,['neo mellow'; 'singer-songwriter'],75,0.647,0.729,5.0,79.0,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627.0
2004,100 Years,67,The Battle for Everything,Five For Fighting,['neo mellow'; 'piano rock'; 'pop rock'],55,0.643,0.569,7.0,87.0,1.0,0.0276,0.544,2.17e-05,0.178,0.275,120.507,244600.0
2004,Amazing,61,Patience,George Michael,['new wave pop'],71,0.805,0.754,10.0,83.0,0.0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,265827.0
2004,American Idiot,82,American Idiot,Green Day,['modern rock'; 'permanent wave'; 'punk'; 'rock'],78,0.38,0.988,1.0,31.0,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346.0
2004,Are You Gonna Be My Girl,78,Get Born,Jet,['garage rock'; 'modern rock'; 'pop rock'],61,0.613,0.953,2.0,53.0,1.0,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0
2004,Black Betty - Edit,70,Tonight Alright,Spiderbait,['australian alternative rock'; 'australian rock'],52,0.562,0.865,7.0,81.0,0.0,0.0922,2.06e-05,0.591,0.219,0.35,124.047,205973.0
2004,Breaking the Habit,68,Meteora,Linkin Park,['alternative metal'; 'nu metal'; 'post-grunge'; 'rap metal'; 'rock'],83,0.579,0.849,4.0,71.0,0.0,0.0303,0.108,0.0,0.0909,0.581,100.021,196907.0
2004,Breathe Me,58,Colour The Small One (Deluxe Edition),Sia,['australian dance'; 'australian pop'; 'pop'],81,0.553,0.621,0.0,86.0,1.0,0.0333,0.0428,0.596,0.115,0.19,120.051,272067.0
2004,Bring Em Out,68,Urban Legend,"T,I,",['atl hip hop'; 'dirty south rap'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'; 'southern hip hop'; 'trap'],72,0.759,0.891,11.0,47.0,1.0,0.257,0.0298,0.0,0.141,0.587,98.579,216707.0
2004,Call on Me - Radio Mix,77,Call on Me (Radio Mix),Eric Prydz,['edm'; 'electro house'; 'house'; 'pop dance'; 'progressive house'],62,0.597,0.837,10.0,81.0,1.0,0.375,0.00427,0.00115,0.839,0.447,126.342,171360.0
2004,Come With Me - Radio Edit,62,Reckless,"Special D,",['eurodance'; 'hands up'],48,0.739,0.999,7.0,70.0,1.0,0.0803,0.13,0.00224,0.28,0.501,139.982,185133.0
2004,Confessions Part II,72,Confessions (Expanded Edition),USHER,['atl hip hop'; 'contemporary r&b'; 'dance pop'; 'pop'; 'r&b'; 'rap'; 'south carolina hip hop'; 'urban contemporary'],77,0.845,0.467,1.0,88.0,1.0,0.138,0.0586,0.0,0.0694,0.702,138.007,211200.0
2004,Daughters,69,Heavier Things,John Mayer,['neo mellow'; 'singer-songwriter'],75,0.674,0.413,2.0,89.0,1.0,0.0274,0.836,1.95e-05,0.098,0.503,124.893,237907.0
2004,"Diary (feat, Tony! Toni! Tone! & Jermaine Paul)",61,The Diary Of Alicia Keys,Alicia Keys,['neo soul'; 'pop'; 'r&b'],75,0.663,0.465,8.0,98.0,0.0,0.0317,0.555,0.00183,0.125,0.279,127.932,284160.0
2004,Dip It Low,56,Dip It Low,Christina Milian,['dance pop'; 'hip pop'; 'post-teen pop'; 'r&b'; 'urban contemporary'],50,0.754,0.718,11.0,62.0,0.0,0.111,0.0122,0.000111,0.0923,0.576,169.116,201000.0
2004,Dirt Off Your Shoulder,67,The Black Album,JAY-Z,['east coast hip hop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'],82,0.78,0.657,1.0,85.0,1.0,0.317,0.0321,2.56e-06,0.339,0.648,163.969,245173.0
2004,Don't Tell Me,60,Under My Skin,Avril Lavigne,['canadian pop'; 'candy pop'; 'pop'],73,0.523,0.795,4.0,46.0,1.0,0.0386,0.00462,0.0,0.358,0.484,144.106,202013.0
2004,Dragostea Din Tei,58,DiscO-Zone,O-Zone,['eurodance'; 'europop'; 'moldovan pop'],55,0.812,0.968,0.0,57.0,1.0,0.0421,0.161,0.0,0.0661,0.706,130.093,213920.0
2004,Drop It Like It's Hot,78,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,['g funk'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'; 'west coast rap'],80,0.888,0.632,1.0,58.0,1.0,0.219,0.19,0.0,0.101,0.662,91.979,266067.0
2004,Dry Your Eyes,55,A Grand Don't Come for Free,The Streets,['birmingham hip hop'; 'uk garage'],55,0.684,0.467,9.0,89.0,1.0,0.239,0.56,0.0,0.0942,0.445,80.019,271240.0
2004,Everytime,68,In The Zone,Britney Spears,['dance pop'; 'pop'],78,0.398,0.284,3.0,110.0,1.0,0.0337,0.966,8.57e-05,0.116,0.114,109.599,230307.0
2004,Fit but You Know It,61,A Grand Don't Come for Free,The Streets,['birmingham hip hop'; 'uk garage'],55,0.68,0.844,6.0,23.0,1.0,0.299,0.23,0.0,0.0305,0.895,172.302,254267.0
2004,Five Colours In Her Hair,57,Room On The 3rd Floor,McFly,['boy band'; 'talent show'],54,0.464,0.901,7.0,53.0,1.0,0.0462,0.0264,0.0,0.233,0.636,97.978,177453.0
2004,Freek-A-Leek,71,Still Writing In My Diary: 2nd Entry,Petey Pablo,['crunk'; 'dirty south rap'; 'north carolina hip hop'; 'southern hip hop'],58,0.756,0.691,2.0,57.0,1.0,0.178,0.0744,0.0,0.364,0.632,104.999,235187.0
2004,Gasolina,87,Barrio Fino (Bonus Track Version),Daddy Yankee,['latin hip hop'; 'reggaeton'; 'trap latino'; 'urbano latino'],85,0.852,0.797,0.0,81.0,1.0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,192600.0
2004,"Goodies (feat, Petey Pablo)",70,Goodies,Ciara,['dance pop'; 'hip pop'; 'pop'; 'r&b'; 'urban contemporary'],69,0.826,0.647,5.0,79.0,0.0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000.0
