year,track_name,track_popularity,album,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
2000,Cold as Ice,55,Warriorz,"M,O,P,",['east coast hip hop'; 'hardcore hip hop'],50,0.6076260762607627,0.8743532889874354,1.0,0.6861702127659575,0.0,0.21770551038843722,0.04303441221259462,0.33211678832116787,0.7693047100288369,0.16936050597329588,0.6149487941856624
2000,Come on over Baby (All I Want Is You) - Radio Version,67,Christina Aguilera (Expanded Edition),Christina Aguilera,['dance pop'; 'pop'],75,0.8204182041820418,0.9113082039911309,0.7272727272727273,0.5638297872340425,1.0,0.15085817524841916,0.23107370230139027,0.2737226277372263,0.7917334187760333,0.3903790821941422,0.3884649267701794
2000,Country Grammar (Hot Shit),72,Country Grammar,Nelly,['dance pop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'; 'st louis rap'; 'urban contemporary'],73,0.8646986469864699,0.6462886706789146,0.18181818181818182,0.7393617021276595,1.0,0.15447154471544716,0.007031892342956261,0.14720194647201945,0.5631741963046032,0.6816054309921903,0.8491355577579562
2000,Crash and Burn,57,Affirmation,Savage Garden,['boy band'; 'dance pop'; 'pop rock'],62,0.5153751537515375,0.5861049519586105,0.36363636363636365,0.7872340425531914,1.0,0.009936766034327013,0.1932408924412193,0.08175182481751825,0.1872263163515967,0.27851734973945563,0.8186708512278384
2000,Dancing in the Moonlight,58,Onka's Big Moka,Toploader,['british alternative rock'],60,0.5781057810578106,0.8490127758420442,0.0,0.5797872340425532,0.0,0.02402890695573623,0.05806528531920308,0.40024330900243305,0.860087578767489,0.3937005263925536,0.550121132033917
2000,Desert Rose,57,Brand New Day,Sting,['permanent wave'; 'soft rock'; 'sophisti-pop'],68,0.5104551045510455,0.6357301235350016,0.0,0.7712765957446808,0.0,0.017344173441734417,0.014608679398736444,0.11313868613138689,0.09857951511267757,0.34456834484678933,0.8430404140513159
2000,Don't Call Me Baby,58,Don't Call Me Baby,Madison Avenue,['disco house'; 'vocal house'],48,0.7945879458794589,0.9820504698553478,0.2727272727272727,0.7287234042553191,0.0,0.015537488708220422,0.05980354955602175,0.40024330900243305,0.9861155612517355,0.43079330142271843,0.525052307014646
2000,Don't Give Up,56,Twenty,Chicane,['trance'],55,0.5928659286592867,0.7054165346848273,0.9090909090909092,0.8191489361702128,0.0,0.03504968383017164,0.0014694467851365316,0.07652068126520681,0.5257930150592759,0.4773200387170342,0.4295066622618655
2000,Don't Think I'm Not,56,"Hey Kandi,,,",Kandi,['contemporary r&b'; 'hip pop'; 'r&b'],36,0.8573185731857318,0.6019427726744799,1.0,0.7819148936170213,1.0,0.03974706413730804,0.06757461320297578,0.02238442822384428,0.42219374132222576,0.49051300070274073,0.6098061887457329
2000,Everything You Want,65,Everything You Want,Vertical Horizon,['neo mellow'; 'pop rock'; 'post-grunge'],49,0.5830258302583027,0.7487065779748706,0.2727272727272727,0.7234042553191489,0.0,0.01463414634146342,0.052850492608747086,0.05255474452554743,0.745807967531774,0.22459194632652257,0.6843244136108357
2000,Fill Me In,63,Born to Do It,Craig David,['british soul'],62,0.6396063960639607,0.7307570478302186,0.7272727272727273,0.7446808510638298,1.0,0.025293586269196033,0.3844499584912725,0.04744525547445256,0.8429990387696251,0.4804757421869821,0.6850567118158792
2000,Fool Again,65,Westlife,Westlife,['boy band'],67,0.4563345633456335,0.485798754091437,0.36363636363636365,0.7393617021276595,1.0,0.011382113821138212,0.04855595743543038,0.028223844282238446,0.5503577913062053,0.10584202919688668,0.5620911793855303
2000,Forgot About Dre,82,2001,"Dr, Dre",['g funk'; 'gangster rap'; 'hip hop'; 'rap'; 'west coast rap'],78,0.9372693726937271,0.7265336289726534,0.7272727272727273,0.35638297872340424,1.0,0.0991869918699187,0.08454825222132274,0.17274939172749393,0.622984086297127,0.49029422294116864,0.4928587160004405
2000,Freestyler,58,Freestyler,Bomfunk MC's,['eurodance'],49,0.8118081180811807,0.9186991869918699,1.0,0.7021276595744681,0.0,0.13803071364046976,0.029741803342804827,0.28102189781021897,0.5663782975542027,0.6882019119850437,0.9555830855632639
2000,Get It On Tonite,57,Best Of Montell Jordan,Montell Jordan,['contemporary r&b'; 'new jack swing'; 'r&b'; 'urban contemporary'],56,0.7933579335793359,0.47101678808995884,0.9090909090909092,0.8244680851063829,0.0,0.09593495934959351,0.2648164786631644,0.049635036496350364,0.87504005126562,0.2584362030787999,0.7963495209778659
2000,Gotta Tell You,59,Gotta Tell You,Samantha Mumba,['bubblegum dance'; 'europop'; 'talent show'],42,0.7097170971709718,0.7370921761165663,0.0,0.6436170212765957,0.0,0.00957542908762421,0.20960102643480674,0.16545012165450124,0.7693047100288369,0.33124279027831194,0.37099438387842754
2000,He Can't Love U,55,"J,E, Heartbreak",Jagged Edge,['atl hip hop'; 'contemporary r&b'; 'r&b'; 'urban contemporary'],60,0.6875768757687577,0.8278956815542181,0.7272727272727273,0.6117021276595744,0.0,0.33152664859981934,0.11450774759707974,0.2603406326034063,0.502296272562213,0.43927922672005726,0.6126693095474067
2000,He Wasn't Man Enough,70,The Heat,Toni Braxton,['contemporary r&b'; 'dance pop'; 'r&b'; 'urban contemporary'],61,0.7097170971709718,0.9450955548516523,1.0,0.44680851063829785,0.0,0.03360433604336044,0.00935298635329648,0.3710462287104623,0.7778489800277689,0.1855633195879023,0.7111166171126528
2000,Hemorrhage (In My Hands),64,Something Like Human,Fuel,['alternative metal'; 'nu metal'; 'post-grunge'],54,0.17097170971709716,0.8141695702671312,0.09090909090909091,0.6170212765957447,1.0,0.03757904245709125,0.00013405084790995707,0.07579075425790754,0.35704368258036956,0.6099126214879541,0.573103182468891
2000,Hey Baby (Radio Mix),60,Hey Baby (Uh Ah),DJ Ã–tzi,['classic schlager'; 'oktoberfest'; 'schlager'],55,0.6199261992619927,0.9672685038538698,0.9090909090909092,0.5638297872340425,1.0,0.04245709123757904,0.1257553397176711,0.3965936739659367,0.8504752750186906,0.4977525557220329,0.47604889329369016
2000,I Hope You Dance,67,I Hope You Dance,Lee Ann Womack,['contemporary country'; 'country'; 'country dawn'; 'country road'],57,0.27429274292742933,0.41294477879843733,0.6363636363636364,0.8191489361702128,0.0,0.012646793134598017,0.06460933891663806,0.08369829683698299,0.2534444088433195,0.6050133255545685,0.890612267371435
2000,I Just Wanna Love U (Give It 2 Me),63,The Dynasty: Roc La Familia,JAY-Z,['east coast hip hop'; 'gangster rap'; 'hip hop'; 'pop rap'; 'rap'],82,0.7847478474784748,0.9186991869918699,0.36363636363636365,0.6702127659574468,0.0,0.3929539295392954,0.30776183039633137,0.017274939172749394,0.8152301612730963,0.25598324029753783,0.5235491685937672
2000,I Need You,62,I Need You,LeAnn Rimes,['contemporary country'; 'country'; 'country dawn'; 'country road'],59,0.38868388683886834,0.7223102101150881,0.6363636363636364,0.75,1.0,0.025654923215898837,0.02043697713395197,0.11800486618004866,0.5621061625547367,0.5614367732269059,0.5343409316154608
2000,I Turn to You,63,Christina Aguilera (Expanded Edition),Christina Aguilera,['dance pop'; 'pop'],75,0.5375153751537516,0.4414528560870024,0.09090909090909091,0.7872340425531914,1.0,0.02728093947606143,0.3885399919896694,0.10948905109489052,0.27800918509024886,0.4452326336864717,0.7759442792643982
2000,I Wanna Know,69,My Name Is Joe,Joe,['contemporary r&b'; 'r&b'; 'urban contemporary'],62,0.6924969249692497,0.4594023862316545,0.7272727272727273,0.7074468085106382,0.0,0.02583559168925023,0.2658389870377636,0.4987834549878345,0.5994873438000641,0.504295999681778,0.9025052307014645
2000,I Wish,58,Emotional,Carl Thomas,['contemporary r&b'; 'r&b'; 'urban contemporary'],47,0.7060270602706027,0.6484003801076972,0.09090909090909091,0.6648936170212766,1.0,0.02023486901535683,0.06062155625570111,0.10462287104622872,0.19897468760012815,0.19759609647436327,0.5174540248871269
2000,I'm Outta Love - Radio Edit,55,Pieces of A Dream,Anastacia,[],58,0.7367773677736777,0.7011931158272622,0.9090909090909092,0.7021276595744681,0.0,0.060523938572719066,0.4049001259832568,0.06824817518248175,0.6528890312933889,0.3937403041673849,0.6200858936240503
2000,In the End,88,Hybrid Theory (Bonus Edition),Linkin Park,['alternative metal'; 'nu metal'; 'post-grunge'; 'rap metal'; 'rock'],83,0.4846248462484626,0.8574596135571745,0.2727272727272727,0.7021276595744681,0.0,0.06485998193315268,0.00978243987062815,0.22871046228710465,0.38694862757663145,0.2991553852477493,0.46305472965532424
2000,"Independent Women; Pt, 1",68,Survivor,Destiny's Child,['dance pop'; 'girl group'; 'pop'; 'r&b'; 'urban contemporary'],69,0.6986469864698647,0.580825678386654,0.5454545454545454,0.6010638297872339,0.0,0.33152664859981934,0.3701348412468835,0.18004866180048665,0.9498024137562747,0.2514949813707421,0.4864717542120911
2000,It Feels So Good,67,Hear My Cry,Sonique,[],49,0.5805658056580566,0.6600147819660015,0.4545454545454546,0.7553191489361701,0.0,0.014272809394760617,0.011950157624778485,0.12773722627737227,0.5556979600555378,0.49717577798697943,0.5951271886356129
2000,It's Gonna Be Me,71,No Strings Attached,*NSYNC,['boy band'; 'dance pop'; 'pop'],65,0.5830258302583027,0.8669623059866962,0.0,0.648936170212766,0.0,0.08762420957542907,0.04160290048815572,0.019708029197080285,0.9295097725088113,0.6964558002625333,0.32841647395661266
2000,Jumpin'; Jumpin',73,The Writing's On The Wall,Destiny's Child,['dance pop'; 'girl group'; 'pop'; 'r&b'; 'urban contemporary'],69,0.7490774907749078,0.6684616196811319,0.09090909090909091,0.648936170212766,1.0,0.06178861788617887,0.005539030116041407,0.03978102189781022,0.6892021787888498,0.19211339317678566,0.5363946701905076
2000,Kryptonite,82,The Better Life,3 Doors Down,['alternative metal'; 'nu metal'; 'post-grunge'; 'rock'],69,0.47109471094710953,0.8585154682715658,1.0,0.6968085106382979,0.0,0.011020776874435416,0.0067762652493064575,0.1788321167883212,0.5396774538075404,0.2584892401119082,0.5569485739456006
2000,Lady - Hear Me Tonight,79,Modjo (Remastered),Modjo,['disco house'; 'filter house'],58,0.6863468634686347,0.7983317495512618,0.5454545454545454,0.6968085106382979,1.0,0.027822944896115642,0.008095301052539444,0.05158150851581509,0.887856456264018,0.4377013749850833,0.9601035128289837
2000,L'Amour Toujours,77,L'Amour Toujours,Gigi D'Agostino,['eurodance'; 'italo dance'],66,0.5854858548585486,0.8711857248442614,0.6363636363636364,0.6382978723404256,1.0,0.013911472448057821,0.07882220532356714,0.4172749391727494,0.7532842037808395,0.5239594797067052,0.6016573064640458
2000,Let's Get Married,58,"J,E, Heartbreak",Jagged Edge,['atl hip hop'; 'contemporary r&b'; 'r&b'; 'urban contemporary'],60,0.7367773677736777,0.6072220462464365,0.09090909090909091,0.6914893617021276,1.0,0.05654923215898827,0.17892577519683028,0.13017031630170317,0.9113531987610809,0.3301687903578674,0.7182413831075873
2000,Life Is A Rollercoaster,61,Ronan,Ronan Keating,['europop'],59,0.6063960639606397,0.7803822194066097,0.0,0.8031914893617021,1.0,0.013911472448057821,0.10223764710188916,0.3807785888077859,0.8803802200149524,0.3908961932669487,0.561870939323863
2000,Lucky,69,"Oops!,,, I Did It Again",Britney Spears,['dance pop'; 'pop'],78,0.7416974169741698,0.7803822194066097,0.7272727272727273,0.6968085106382979,1.0,0.016621499548328818,0.26788400378696203,0.05583941605839416,0.9914557300010679,0.2320834272530795,0.40439929523180274
2000,Most Girls,53,Can't Take Me Home (Expanded Edition),P!nk,['dance pop'; 'pop'],79,0.7134071340713407,0.718086791257523,0.18181818181818182,0.7127659574468085,0.0,0.015537488708220422,0.04334116472497439,0.09732360097323603,0.7009505500373812,0.2512828332383087,0.9149873361964542
2000,Music,50,Music,Madonna,['dance pop'; 'pop'],79,0.7060270602706027,0.791996621264914,0.6363636363636364,0.7925531914893617,1.0,0.07913279132791329,0.0015103471201205003,0.14476885644768858,0.8899925237637509,0.39668385950489937,0.5131208016738245
2000,My Love,72,Coast To Coast (Expanded Edition),Westlife,['boy band'],67,0.4046740467404675,0.5713229859571323,0.0,0.7074468085106382,1.0,0.005420054200542007,0.10019263035269073,0.2871046228710462,0.31005019758624375,0.5577042920219043,0.5449840325955291
2000,Never Be The Same Again,60,Northern Star,Melanie C,['dance pop'; 'europop'; 'talent show'],53,0.6482164821648216,0.6684616196811319,0.2727272727272727,0.675531914893617,1.0,0.04570912375790426,0.09415983094255537,0.1192214111922141,0.38481256007689846,0.6632811360532492,0.8887787688580553
2000,Never Let You Go - 2008 Remaster,67,Blue,Third Eye Blind,['alternative metal'; 'alternative rock'; 'pop rock'; 'post-grunge'],62,0.6961869618696187,0.9377045718509133,0.36363636363636365,0.6702127659574468,1.0,0.02583559168925023,0.08321899133434377,0.10705596107055962,0.9925237637509344,0.35628289953460013,0.5751569210439378
2000,No More,59,Love Crimes,Ruff Endz,['contemporary r&b'; 'r&b'],42,0.8327183271832719,0.6220040122479147,0.9090909090909092,0.6968085106382979,0.0,0.11436314363143632,0.033116080978982235,0.04768856447688564,0.9498024137562747,0.24519683368912348,0.6044488492456779
2000,Otherside,83,Californication (Deluxe Edition),Red Hot Chili Peppers,['alternative rock'; 'funk metal'; 'funk rock'; 'permanent wave'; 'rock'],80,0.36408364083640843,0.7846056382641748,0.0,0.5691489361702127,1.0,0.06305329719963867,0.0032179361057011894,0.06642335766423357,0.5076364413115455,0.4190588578474921,0.6749972469992291
2000,Party Up,73,",,,And Then There Was X",DMX,['east coast hip hop'; 'gangster rap'; 'hardcore hip hop'; 'hip hop'; 'rap'],68,0.4280442804428045,0.9282018794213917,1.0,0.5691489361702127,1.0,0.5862691960252936,0.07544792768738973,0.5827250608272506,0.5257930150592759,0.9408570784550313,0.7492952318026649
2000,Reach,58,"""7""",S Club,[],54,0.5350553505535055,0.7824939288353923,0.6363636363636364,0.7446808510638298,1.0,0.024570912375790427,0.012563662649538015,0.16545012165450124,0.7661006087792375,0.7105702806984978,0.6083360863341041
2000,Rise,59,Rise,GABRIELLE,['british soul'; 'europop'; 'new wave pop'],55,0.48708487084870855,0.45306725794530667,0.7272727272727273,0.8138297872340425,1.0,0.006323396567299008,0.32207694764072037,0.08394160583941607,0.6336644237957919,0.5612246250944722,0.4752395110670631
2000,Rock DJ,57,Sing When You're Winning,Robbie Williams,['dance rock'; 'europop'],69,0.6765067650676506,0.749762432689262,0.6363636363636364,0.6329787234042553,1.0,0.01824751580849142,0.026572027381547257,0.09379562043795622,0.8590195450176226,0.28516023813627867,0.7035568769959255
2000,Sandstorm,73,Before the Storm; Special Edition,Darude,['eurodance'; 'finnish edm'],57,0.45018450184501846,0.9641009397106957,1.0,0.776595744680851,0.0,0.04336043360433604,0.14416049046045698,0.07141119221411191,0.5866709388016661,0.5041567774698684,0.5104779209338179
2000,Say My Name,80,The Writing's On The Wall,Destiny's Child,['dance pop'; 'girl group'; 'pop'; 'r&b'; 'urban contemporary'],69,0.6777367773677737,0.6610706366803928,0.4545454545454546,0.5851063829787233,0.0,0.14363143631436315,0.2791315959075534,0.15571776155717762,0.743671900032041,0.5170447765152018,0.7628730316044487
2000,Separated,57,My Thoughts,Avant,['contemporary r&b'; 'r&b'; 'urban contemporary'],53,0.7822878228782288,0.4520114032309154,0.0,0.6914893617021276,1.0,0.009214092140921414,0.25254637816797376,0.2627737226277372,0.6464808287941899,0.3196939763189648,0.6762471093491906
2000,Sexbomb,68,Reload,Tom Jones,['adult standards'; 'british invasion'],62,0.7859778597785979,0.8701298701298701,0.7272727272727273,0.6117021276595744,0.0,0.03992773261065945,0.1472280155842546,0.10097323600973238,0.9551425825056072,0.4174014505628556,0.43559629996696403
2000,Shackles (Praise You),66,Go Get It,Mary Mary,['gospel'; 'gospel r&b'],51,0.7589175891758918,0.8257839721254355,0.6363636363636364,0.5319148936170213,1.0,0.2520325203252033,0.03505884689072074,0.08223844282238443,0.8141621275232298,0.26810883199193836,0.3610120030833608
2000,Shalala Lala,63,The Platinum Album,Vengaboys,['bubblegum dance'; 'eurodance'; 'europop'],61,0.7244772447724478,0.8965262379896526,0.18181818181818182,0.7021276595744681,1.0,0.01860885275519423,0.051521231721768104,0.022506082725060828,0.9989319662501336,0.4242830056086663,0.45170686047792086
2000,Shape of My Heart,74,Black & Blue,Backstreet Boys,['boy band'; 'dance pop'; 'pop'],73,0.5079950799507995,0.7751029458346532,0.8181818181818182,0.6329787234042553,1.0,0.012827461607949418,0.25765892004096985,0.16788321167883213,0.5129766100608779,0.23921690820615504,0.5358055280255478
2000,She Bangs - English Version,61,Sound Loaded,Ricky Martin,['latin pop'; 'mexican pop'; 'puerto rican pop'],71,0.5756457564575647,0.9482631189948263,0.09090909090909091,0.6170212765957447,1.0,0.10496838301716352,0.0009224048047259518,0.4282238442822384,0.8761080850154864,0.5558745143796657,0.8140458099328267
2000,Teenage Dirtbag,76,Wheatus,Wheatus,[],58,0.5694956949569496,0.8426776475556963,0.36363636363636365,0.6117021276595744,1.0,0.048780487804878064,0.353774707253296,0.18613138686131386,0.635800491295525,0.22966361261751023,0.5995319898689571
2000,"Thank God I Found You (feat, Joe & 98Â°)",62,Rainbow,Mariah Carey,['dance pop'; 'pop'; 'urban contemporary'],76,0.2287822878228782,0.5069158483792631,0.9090909090909092,0.7021276595744681,1.0,0.01915085817524842,0.6053117674047028,0.10340632603406327,0.11780412261027448,0.4592874474601891,0.6859376720625481
2000,That's the Way It Is,66,The Very Best of Celine Dion,CÃ©line Dion,['canadian pop'],72,0.5805658056580566,0.8806884172737831,0.8181818181818182,0.6861702127659575,1.0,0.03775971093044264,0.1574530993302468,0.11800486618004866,0.5759906013030012,0.2189169837839272,0.5979132254157031
2000,The Great Beyond,53,"In Time: The Best Of R,E,M, 1988-2003","R,E,M,",['alternative rock'; 'athens indie'; 'permanent wave'; 'rock'],72,0.20541205412054123,0.7339246119733924,0.9090909090909092,0.7234042553191489,1.0,0.01300813008130082,0.12780035646686955,0.21411192214111924,0.14877710135640285,0.3293798644903805,0.9592555885915648
2000,The Real Slim Shady,88,The Marshall Mathers LP,Eminem,['detroit hip hop'; 'hip hop'; 'rap'],88,0.968019680196802,0.6431211065357407,0.4545454545454546,0.6276595744680851,0.0,0.06269196025293587,0.030866562554863964,0.029683698296836987,0.7714407775285699,0.29491905222821846,0.8337187534412509
2000,The Riddle,68,L'Amour Toujours,Gigi D'Agostino,['eurodance'; 'italo dance'],66,0.7109471094710947,0.8701298701298701,0.5454545454545454,0.7393617021276595,0.0,0.02601626016260164,0.01767620452253409,0.06995133819951338,0.8408629712698921,0.44407244858722605,0.8404746173328927
2000,The Way You Love Me,60,Breathe,Faith Hill,['contemporary country'; 'country'; 'country dawn'; 'country road'],61,0.5719557195571956,0.7011931158272622,0.18181818181818182,0.75,1.0,0.022944896115627833,0.12984537321606798,0.01630170316301703,0.743671900032041,0.2782521645739138,0.2933983041515251
2000,There You Go,59,Can't Take Me Home (Expanded Edition),P!nk,['dance pop'; 'pop'],79,0.8118081180811807,0.8395100834125224,0.9090909090909092,0.7340425531914894,0.0,0.12502258355916895,0.08730902483274063,0.029440389294403888,0.6731816725408524,0.3174863098158289,0.3855302279484638
2000,This I Promise You,68,No Strings Attached,*NSYNC,['boy band'; 'dance pop'; 'pop'],65,0.47724477244772456,0.5649878576707844,0.18181818181818182,0.7180851063829787,1.0,0.018789521228545623,0.36195477425008976,0.13017031630170317,0.45743885506782017,0.7024489850037788,0.8368021143045921
2000,Thong Song,73,Unleash The Dragon,Sisqo,['contemporary r&b'; 'dirty south rap'; 'hip pop'; 'r&b'; 'urban contemporary'],56,0.6691266912669126,0.8828001267025657,0.18181818181818182,0.7446808510638298,1.0,0.07750677506775068,0.12166530621927424,0.05961070559610706,0.722311225034711,0.4079210808947349,0.6659674044708732
2000,Try Again,70,Aaliyah,Aaliyah,['contemporary r&b'; 'dance pop'; 'hip pop'; 'r&b'; 'urban contemporary'],65,0.7773677736777369,0.644176961250132,0.5454545454545454,0.6648936170212766,0.0,0.4092140921409214,0.08066272039784572,0.08844282238442824,0.6892021787888498,0.2190031689627282,0.8361413941195903
2000,"U Know What's Up (feat, Lisa ""Left Eye"" Lopes)",68,Where I Wanna Be,Donell Jones,['contemporary r&b'; 'r&b'; 'urban contemporary'],54,0.8511685116851169,0.5185302502375674,0.7272727272727273,0.7180851063829787,0.0,0.11183378500451674,0.04109164630085611,0.02542579075425791,0.8867884225141515,0.28516023813627867,0.6109073890540688
2000,What a Girl Wants,66,Christina Aguilera (Expanded Edition),Christina Aguilera,['dance pop'; 'pop'],75,0.7281672816728167,0.8099461514095659,0.0,0.7393617021276595,1.0,0.16169828364950317,0.06992638246455397,0.3941605839416058,0.8333867350208266,0.5444118855991197,0.45710824799030947
2000,"What'chu Like (feat, Tyrese)",56,Unrestricted,Da Brat,['chicago rap'; 'contemporary r&b'; 'dirty south rap'; 'hip pop'; 'new jack swing'; 'r&b'; 'urban contemporary'],50,0.8819188191881919,0.6642382008235668,0.9090909090909092,0.8031914893617021,0.0,0.3929539295392954,0.017369452010154326,0.05583941605839416,0.8323187012709601,0.26488683223060505,0.48662041625371666
2000,Where I Wanna Be,60,Where I Wanna Be,Donell Jones,['contemporary r&b'; 'r&b'; 'urban contemporary'],54,0.6174661746617467,0.36331960722204626,0.4545454545454546,0.8085106382978723,0.0,0.013188798554652222,0.5316911644335595,0.3004866180048662,0.4435544163195557,0.27866983120964217,0.665383768307455
2000,Who Let The Dogs Out,68,Who Let The Dogs Out,Baha Men,['bahamian pop'],48,0.8696186961869619,0.8817442719881744,0.0,0.6436170212765957,1.0,0.13875338753387534,0.061848566305220176,0.15450121654501217,0.7970735875253658,0.4587835956456596,0.36130382116506987
2000,Wifey,58,Platinum & Gold Collection,Next,['boy band'; 'contemporary r&b'; 'minneapolis sound'; 'new jack swing'; 'r&b'; 'urban contemporary'],54,0.8204182041820418,0.633618414106219,0.6363636363636364,0.7925531914893617,0.0,0.15447154471544716,0.06849487074011507,0.07323600973236008,0.735127630033109,0.26228138797915646,0.6077469441691443
